,msa,state,fips,FIPS,CBSA,sex,q7_family_members,NO family,Family Available,usborn1a,q17,q38,party,ideo,qe3,age,educ,hisp,race,relig,income,phoneuse,recage,receduc,racethn,weight
1192,26100,Michigan,26139,26139,24340,Female,11 up to 20,0,1,"Yes, born in U.S.",Michigan,Colorado,Democrat,Liberal,Part-time,48,"Some college, no 4-year degree (including associate degree)",No,White,Nothing in particular,Don't know/Refused,"Dual/few, some cell",45-54,SOME COLL,White~H,2.30952381
1193,26100,Michigan,26139,26139,24340,Female,11 up to 20,0,1,"Yes, born in U.S.",Wisconsin,North Carolina,Independent,Liberal,Full-time,57,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$75,000 to under $100,000",CPO,55-64,COLLEGE+,White~H,1.208333333
1194,24340,Michigan,26081,26081,24340,Male,11 up to 20,0,1,"Yes, born in U.S.",Michigan,Michigan,Republican,Conservative,Part-time,48,High school graduate (Grade 12 or GED certificate),No,White,Christian (VOL.),"$50,000 to under $75,000","Dual/few, some cell",45-54,HS GRAD,White~H,2.80952381
1195,24340,Michigan,26081,26081,24340,Female,1 up to 5,0,1,"Yes, born in U.S.",Michigan,Mississippi,Democrat,Moderate,Part-time,31,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000","Dual/few, some cell",25-34,SOME COLL,White~H,2.150943396
1196,14460,Massachusetts,25025,25025,14460,Male,1 up to 5,0,1,"Yes, born in U.S.",Texas,Massachusetts,Republican,Conservative,Full-time,30,"College graduate (B.S., B.A., or other 4-year degree)",Yes,White,Roman Catholic (Catholic),"$100,000 to under $150,000",Dual/most cell,25-34,COLLEGE+,Hispanic,1.595238095
1197,14460,Massachusetts,25025,25025,14460,Male,6 up to 10,0,1,"Yes, born in U.S.",Massachusetts,Massachusetts,Democrat,Very liberal,Full-time,39,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Nothing in particular,"$150,000 or more","Dual/few, some cell",35-44,COLLEGE+,White~H,3.958333333
1198,14460,Massachusetts,25021,25021,14460,Male,None,1,0,"Yes, born in U.S.",New York,Connecticut,Democrat,Liberal,Full-time,64,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Don't know/Refused,"$100,000 to under $150,000","Dual/few, some cell",55-64,COLLEGE+,White~H,1.301886792
1199,14460,Massachusetts,25025,25025,14460,Male,1 up to 5,0,1,"No, some other country",,Massachusetts,Republican,Conservative,Full-time,Don't know/Refused,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,Don't know/Refused,Don't know/Refused,Don't know/Refused,"Dual/few, some cell",,COLLEGE+,,2.083333333
1200,14460,Massachusetts,25017,25017,14460,Male,11 up to 20,0,1,"No, some other country",,Washington,Independent,Liberal,Full-time,51,"Some college, no 4-year degree (including associate degree)",No,White,Nothing in particular,Don't know/Refused,"Dual/few, some cell",45-54,SOME COLL,White~H,3.214285714
1201,14460,Massachusetts,25025,25025,14460,Male,More than 20,0,1,"Yes, born in U.S.",Massachusetts,Hawaii,Democrat,Moderate,Full-time,41,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Roman Catholic (Catholic),"$75,000 to under $100,000",Dual/most cell,35-44,COLLEGE+,White~H,2.25
1202,14460,Massachusetts,25017,25017,14460,Female,1 up to 5,0,1,"No, some other country",,Massachusetts,Democrat,Very liberal,Full-time,61,"College graduate (B.S., B.A., or other 4-year degree)",Yes,White,Nothing in particular,"$100,000 to under $150,000","Dual/few, some cell",55-64,COLLEGE+,Hispanic,1.452380952
1203,14460,Massachusetts,25025,25025,14460,Female,6 up to 10,0,1,"Yes, born in U.S.",Massachusetts,Virginia,Independent,Conservative,Part-time,20,"Some college, no 4-year degree (including associate degree)",No,Black,Christian (VOL.),Don't know/Refused,"Dual/few, some cell",18-24,SOME COLL,Black~H,4
1204,14460,Massachusetts,25025,25025,14460,Male,None,1,0,"Yes, born in U.S.",Massachusetts,Massachusetts,Democrat,Liberal,Part-time,68,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Jewish (Judaism),"$100,000 to under $150,000",LLO,65+,COLLEGE+,White~H,1.30952381
1205,14460,Massachusetts,25025,25025,14460,Female,6 up to 10,0,1,"Yes, born in U.S.",Massachusetts,Florida,Independent,Moderate,Part-time,43,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Jewish (Judaism),"$40,000 to under $50,000","Dual/few, some cell",35-44,COLLEGE+,White~H,3.754716981
1206,14460,Massachusetts,25025,25025,14460,Male,6 up to 10,0,1,"No, some other country",,Massachusetts,No preference (VOL.),Moderate,Not employed,75,High school graduate (Grade 12 or GED certificate),No,White,Atheist (do not believe in God),"$10,000 to under $20,000",Dual/most cell,65+,HS GRAD,White~H,2.571428571
1207,14460,Massachusetts,25025,25025,14460,Female,1 up to 5,0,1,"Yes, born in U.S.",New York,New York,Independent,Don't know/Refused,Full-time,50,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$150,000 or more","Dual/few, some cell",45-54,COLLEGE+,White~H,3.380952381
1208,14460,Massachusetts,25021,25021,14460,Male,1 up to 5,0,1,"Yes, born in U.S.",New York,Massachusetts,Independent,Moderate,Full-time,47,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000",CPO,45-54,COLLEGE+,White~H,2.642857143
1209,0,Illinois,17055,17055,#N/A,Male,More than 20,0,1,"Yes, born in U.S.",Illinois,Colorado,Independent,Liberal,Full-time,23,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000",CPO,18-24,SOME COLL,White~H,3.083333333
1210,0,Illinois,17189,17189,#N/A,Male,More than 20,0,1,"Yes, born in U.S.",Missouri,Montana,Independent,Conservative,Full-time,42,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000","Dual/few, some cell",35-44,SOME COLL,White~H,3.095238095
1211,41180,Illinois,17119,17119,41180,Male,1 up to 5,0,1,"Yes, born in U.S.",Arkansas,Missouri,Democrat,Conservative,Full-time,36,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Nothing in particular,"$75,000 to under $100,000",Dual/most cell,35-44,COLLEGE+,White~H,1.666666667
1212,0,Illinois,17193,17193,#N/A,Male,Don't know/Refused,0,1,"Yes, born in U.S.",Indiana,Illinois,No preference (VOL.),Don't know/Refused,Not employed,68,"None, or grade 1-8",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",65+,LT HS,White~H,3.541666667
1213,0,Illinois,17079,17079,#N/A,Male,1 up to 5,0,1,"Yes, born in U.S.",Illinois,Illinois,Don't know/Refused,Don't know/Refused,Not employed,85,Don't know/Refused,No,White,Roman Catholic (Catholic),Don't know/Refused,LLO,65+,,White~H,2.791666667
1214,0,Illinois,17145,17145,#N/A,Female,6 up to 10,0,1,"Yes, born in U.S.",Indiana,Don't know/Refused,Democrat,Moderate,Full-time,55,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Roman Catholic (Catholic),"$100,000 to under $150,000","Dual/few, some cell",55-64,COLLEGE+,White~H,1.095238095
1215,41180,Illinois,17163,17163,41180,Female,1 up to 5,0,1,"Yes, born in U.S.",Illinois,Illinois,No preference (VOL.),Moderate,Not employed,85,"None, or grade 1-8",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000",LLO,65+,LT HS,White~H,3.023809524
1216,41180,Illinois,17133,17133,41180,Female,6 up to 10,0,1,"Yes, born in U.S.",Illinois,Illinois,Republican,Conservative,Full-time,47,"College graduate (B.S., B.A., or other 4-year degree)",No,Other or mixed race (SPECIFY),"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$75,000 to under $100,000",Dual/most cell,45-54,COLLEGE+,Other,1.395833333
1217,0,Illinois,17199,17199,16060,Female,1 up to 5,0,1,"Yes, born in U.S.",Illinois,Illinois,Independent,Moderate,Full-time,55,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000",LLO,55-64,COLLEGE+,White~H,1
1218,41740,California,6073,06073,41740,Male,11 up to 20,0,1,"Yes, born in U.S.",California,California,No preference (VOL.),Liberal,Full-time,52,"Some college, no 4-year degree (including associate degree)",Yes,White,Nothing in particular,"$30,000 to under $40,000","Dual/few, some cell",45-54,SOME COLL,Hispanic,1.660377358
1219,41740,California,6073,06073,41740,Male,6 up to 10,0,1,"No, some other country",,California,Democrat,Liberal,Part-time,48,High school incomplete (Grades 9-11),Yes,White,Nothing in particular,"$20,000 to under $30,000","Dual/few, some cell",45-54,LT HS,Hispanic,5.523809524
1220,41740,California,6073,06073,41740,Female,11 up to 20,0,1,"Yes, born in U.S.",New Jersey,California,Democrat,Liberal,Part-time,58,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Christian (VOL.),"$30,000 to under $40,000","Dual/few, some cell",55-64,COLLEGE+,White~H,1.132075472
1221,41740,California,6073,06073,41740,Male,None,1,0,"Yes, born in U.S.",Illinois,California,Democrat,Liberal,Full-time,54,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Nothing in particular,"$50,000 to under $75,000","Dual/few, some cell",45-54,COLLEGE+,White~H,2.69047619
1222,41740,California,6073,06073,41740,Male,11 up to 20,0,1,"Yes, born in U.S.",South Carolina,Tennessee,Republican,Conservative,Full-time,56,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000","Dual/few, some cell",55-64,SOME COLL,White~H,3.761904762
1223,41740,California,6073,06073,41740,Female,1 up to 5,0,1,"Yes, born in U.S.",Texas,California,Democrat,Liberal,Part-time,27,"College graduate (B.S., B.A., or other 4-year degree)",Yes,White,Roman Catholic (Catholic),"$20,000 to under $30,000",CPO,25-34,COLLEGE+,Hispanic,2.169811321
1224,41740,California,6073,06073,41740,Male,1 up to 5,0,1,"Yes, born in U.S.",California,California,Democrat,Very liberal,Full-time,55,"Some college, no 4-year degree (including associate degree)",Yes,White,Agnostic (not sure if there is a God),"$75,000 to under $100,000",LLO,55-64,SOME COLL,Hispanic,1.132075472
1225,41740,California,6073,06073,41740,Female,None,1,0,"Yes, born in U.S.",New York,California,Don't know/Refused,Very liberal,Full-time,54,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$100,000 to under $150,000","Dual/few, some cell",45-54,HS GRAD,White~H,3.264150943
1226,41740,California,6085,06085,41940,Female,More than 20,0,1,"Yes, born in U.S.",Michigan,California,Democrat,Liberal,Not employed,80,High school graduate (Grade 12 or GED certificate),No,White,Roman Catholic (Catholic),Don't know/Refused,"Dual/few, some cell",65+,HS GRAD,White~H,2.58490566
1227,41740,Washington,53033,53033,42660,Female,None,1,0,"Yes, born in U.S.",California,Don't know/Refused,Democrat,Very liberal,Full-time,25,"Some college, no 4-year degree (including associate degree)",No,White,Nothing in particular,"$30,000 to under $40,000",CPO,25-34,SOME COLL,White~H,2.339622642
1228,0,Oklahoma,40121,40121,32540,Male,11 up to 20,0,1,"Yes, born in U.S.",Oklahoma,Oklahoma,Don't know/Refused,Conservative,Full-time,21,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$20,000 to under $30,000",CPO,18-24,SOME COLL,White~H,2.716981132
1229,0,Kansas,20017,20017,#N/A,Female,6 up to 10,0,1,"Yes, born in U.S.",Kansas,Kansas,Republican,Conservative,Part-time,18,High school incomplete (Grades 9-11),No,White,Roman Catholic (Catholic),"$30,000 to under $40,000",Dual/most cell,18-24,LT HS,White~H,6.071428571
1230,0,Kansas,20055,20055,23780,Male,1 up to 5,0,1,"Yes, born in U.S.",Kansas,Kansas,Republican,Moderate,Part-time,60,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$50,000 to under $75,000",LLO,55-64,SOME COLL,White~H,1.229166667
1231,0,Kansas,20155,20155,26740,Male,6 up to 10,0,1,"Yes, born in U.S.",Kansas,Kansas,Republican,Moderate,Part-time,64,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Roman Catholic (Catholic),"$40,000 to under $50,000","Dual/few, some cell",55-64,COLLEGE+,White~H,1.214285714
1232,0,Kansas,20037,20037,38260,Male,11 up to 20,0,1,"Yes, born in U.S.",Kansas,Idaho,Republican,Conservative,Full-time,57,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000",Dual/most cell,55-64,COLLEGE+,White~H,1
1233,0,Kansas,20173,20173,48620,Male,1 up to 5,0,1,"Yes, born in U.S.",Kansas,Colorado,Independent,Very liberal,Not employed,19,High school graduate (Grade 12 or GED certificate),No,White,Nothing in particular,"$40,000 to under $50,000",CPO,18-24,HS GRAD,White~H,3.5625
1234,48620,Kansas,20191,20191,48620,Male,More than 20,0,1,"Yes, born in U.S.",Connecticut,Oregon,Democrat,Liberal,Full-time,25,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000","Dual/few, some cell",25-34,COLLEGE+,White~H,2.716981132
1235,0,Kansas,20155,20155,26740,Male,6 up to 10,0,1,"Yes, born in U.S.",Kansas,Don't know/Refused,Independent,Moderate,Full-time,34,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$40,000 to under $50,000",CPO,25-34,SOME COLL,White~H,6.071428571
1236,38060,Arizona,4013,04013,38060,Female,1 up to 5,0,1,"Yes, born in U.S.",Illinois,North Carolina,Democrat,Moderate,Full-time,66,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$10,000 to under $20,000","Dual/few, some cell",65+,SOME COLL,White~H,1.738095238
1237,38060,Arizona,4013,04013,38060,Female,6 up to 10,0,1,"Yes, born in U.S.",Arizona,Arizona,Democrat,Very conservative,Not employed,60,"College graduate (B.S., B.A., or other 4-year degree)",Yes,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000","Dual/few, some cell",55-64,COLLEGE+,Hispanic,1.857142857
1238,38060,Arizona,4013,04013,38060,Female,None,1,0,"Yes, born in U.S.",Pennsylvania,California,Republican,Conservative,Not employed,70,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$75,000 to under $100,000","Dual/few, some cell",65+,HS GRAD,White~H,2.245283019
1239,38060,Arizona,4013,04013,38060,Female,None,1,0,"No, some other country",,New Mexico,Democrat,Liberal,Full-time,45,High school incomplete (Grades 9-11),Yes,Black,Roman Catholic (Catholic),"$30,000 to under $40,000",Dual/most cell,45-54,LT HS,Hispanic,2.41509434
1240,38060,Arizona,4013,04013,38060,Male,None,1,0,"Yes, born in U.S.",Ohio,Arizona,Independent,Liberal,Full-time,41,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Nothing in particular,"$150,000 or more","Dual/few, some cell",35-44,COLLEGE+,White~H,3.833333333
1241,38060,Arizona,4013,04013,38060,Female,None,1,0,"Yes, born in U.S.",Idaho,Don't know/Refused,Republican,Conservative,Not employed,63,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$20,000 to under $30,000","Dual/few, some cell",55-64,SOME COLL,White~H,1.566037736
1242,38060,Arizona,4013,04013,38060,Male,1 up to 5,0,1,"Yes, born in U.S.",Minnesota,Arizona,Republican,Moderate,Not employed,70,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Nothing in particular,"$30,000 to under $40,000",LLO,65+,COLLEGE+,White~H,1.4375
